,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,data_row_count
GSM1523937,T134,GSM1523937,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 134,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523937/suppl/GSM1523937_INT201201-4-1_Tr_134_HG-U133_Plus_2_.CEL.gz,54675
GSM1523938,T135,GSM1523938,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 135,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523938/suppl/GSM1523938_INT201201-4-1_Tr_135_HG-U133_Plus_2_.CEL.gz,54675
GSM1523939,T136,GSM1523939,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 136,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523939/suppl/GSM1523939_INT201201-4-1_Tr_136_HG-U133_Plus_2_.CEL.gz,54675
GSM1523940,T137,GSM1523940,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 137,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523940/suppl/GSM1523940_INT201201-4-1_Tr_137_HG-U133_Plus_2_.CEL.gz,54675
GSM1523941,T138,GSM1523941,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 138,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523941/suppl/GSM1523941_INT201201-4-1_Tr_138_HG-U133_Plus_2_.CEL.gz,54675
GSM1523942,T139,GSM1523942,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 139,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523942/suppl/GSM1523942_INT201201-4-1_Tr_139_HG-U133_Plus_2_.CEL.gz,54675
GSM1523943,T140,GSM1523943,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 140,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523943/suppl/GSM1523943_INT201201-4-1_Tr_140_HG-U133_Plus_2_.CEL.gz,54675
GSM1523944,T141,GSM1523944,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 141,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523944/suppl/GSM1523944_INT201201-4-1_Tr_141_HG-U133_Plus_2_.CEL.gz,54675
GSM1523945,T142,GSM1523945,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 142,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523945/suppl/GSM1523945_INT201201-4-1_Tr_142_HG-U133_Plus_2_.CEL.gz,54675
GSM1523946,T143,GSM1523946,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 143,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523946/suppl/GSM1523946_INT201201-4-1_Tr_143_HG-U133_Plus_2_.CEL.gz,54675
GSM1523947,T144,GSM1523947,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 144,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523947/suppl/GSM1523947_INT201201-4-1_Tr_144_HG-U133_Plus_2_.CEL.gz,54675
GSM1523948,T145,GSM1523948,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 145,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523948/suppl/GSM1523948_INT201201-4-1_Tr_145_HG-U133_Plus_2_.CEL.gz,54675
GSM1523949,T146,GSM1523949,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 146,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523949/suppl/GSM1523949_INT201201-4-1_Tr_146_HG-U133_Plus_2_.CEL.gz,54675
GSM1523950,T148,GSM1523950,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 148,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523950/suppl/GSM1523950_INT201201-4-1_Tr_148_HG-U133_Plus_2_.CEL.gz,54675
GSM1523951,T14,GSM1523951,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 14,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523951/suppl/GSM1523951_INT201201-4-1_Tr_14_HG-U133_Plus_2_.CEL.gz,54675
GSM1523952,T150,GSM1523952,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 150,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523952/suppl/GSM1523952_INT201201-4-1_Tr_150_HG-U133_Plus_2_.CEL.gz,54675
GSM1523953,T151,GSM1523953,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 151,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523953/suppl/GSM1523953_INT201201-4-1_Tr_151_HG-U133_Plus_2_.CEL.gz,54675
GSM1523954,T152,GSM1523954,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 152,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523954/suppl/GSM1523954_INT201201-4-1_Tr_152_HG-U133_Plus_2_.CEL.gz,54675
GSM1523955,T154,GSM1523955,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 154,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523955/suppl/GSM1523955_INT201201-4-1_Tr_154_HG-U133_Plus_2_.CEL.gz,54675
GSM1523956,T155,GSM1523956,Public on Apr 17 2015,Oct 10 2014,Apr 17 2015,RNA,1,Tumor from patient 155,Homo sapiens,tissue: Gastric tumor,total RNA,Samples are processed in parallel in 96-well plates to minimize potential variation. Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.,biotin,standard Affymetrix protocol,9606,GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques. Arrays are hybridized for 18 hours at 45oC with vigorous mixing. Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed. Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.,Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.,ACRG Gastric cohort: microarray profiles from 300 gastric tumors and 100 patient matched normal tissue from gastric cancer patients,The data were analyzed by RMA with Affymetrix Power Tools package using Affymetrix default analysis settings.,GPL570,"Michael,,Nebozhyn",GpGx/Computational System biology,"Merck, Inc","Mail Stop WP53B-120, 770 Sumneytown Pike, Building 53, P.O. Box 4",West Point,PA,19486,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1523nnn/GSM1523956/suppl/GSM1523956_INT201201-4-1_Tr_155_HG-U133_Plus_2_.CEL.gz,54675
